WKT,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,latitude,longitude
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticarina,,cavicollis,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Throscidae,Trixagus,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,sulcicollis,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Malachiusidae,Collops,,cribrosus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Tesarius,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Cafius,,canescens,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,,cornutus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Elassoptes,,marinus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,sulcicollis,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,fenyesi,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,fenyesi,34.4133,-119.8833
"POINT (-119.87858 34.41162)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.41162,-119.87858
"POINT (-119.873502 34.417357)",Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna,,multicolor,34.417357,-119.873502
"POINT (-119.881257 34.413332)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,,coenia,34.413332,-119.881257
"POINT (-119.882126 34.412575)",Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,,antennarium,34.412575,-119.882126
"POINT (-119.878484 34.407824)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.407824,-119.878484
"POINT (-119.876667 34.407833)",Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,,antennarium,34.407833,-119.876667
"POINT (-119.878578 34.407108)",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,,producta,34.407108,-119.878578
"POINT (-119.87846 34.407015)",Animalia,Arthropoda,Malacostraca,Decapoda,Albuneidae,Blepharipoda,,occidentalis,34.407015,-119.87846
"POINT (-119.876458 34.414632)",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,,corruptum,34.414632,-119.876458
"POINT (-119.878385 34.407012)",Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,,antennarium,34.407012,-119.878385
"POINT (-119.880893 34.415038)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,californicus,34.415038,-119.880893
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Aphodius,,lividus,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Aphodius,,lividus,34.4105,-119.8798
"POINT (-119.876603 34.407938)",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,,producta,34.407938,-119.876603
"POINT (-119.878378 34.409361)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.409361,-119.878378
"POINT (-119.877513 34.408688)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.408688,-119.877513
"POINT (-119.880724 34.417279)",Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,,grossa,34.417279,-119.880724
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41238,-119.8811
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,,34.41276,-119.88231
"POINT (-119.8821 34.41146)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41146,-119.8821
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41276,-119.88231
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,,34.41276,-119.88231
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41276,-119.88231
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41491,-119.8802
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.4087,-119.87859
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.411618,-119.87858
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,molesta,34.417009,-119.880766
"POINT (-119.882561 34.413386)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.413386,-119.882561
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,molesta,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.412913,-119.880238
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411618,-119.87858
"POINT (-119.8789 34.4079)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4079,-119.8789
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,hespera,34.411937,-119.882077
"POINT (-119.8789 34.4079)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.4079,-119.8789
"POINT (-119.882561 34.413386)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla,,mauritanica,34.413386,-119.882561
"POINT (-119.8789 34.4079)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4079,-119.8789
"POINT (-119.8728 34.417252)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.417252,-119.8728
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.411937,-119.882077
"POINT (-119.878676 34.414277)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.414277,-119.878676
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,,34.412913,-119.880238
"POINT (-119.878676 34.414277)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.414277,-119.878676
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.411937,-119.882077
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.412913,-119.880238
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.411937,-119.882077
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla,,mauritanica,34.411937,-119.882077
